Abs_Throttle_Position,Engine_RPM,Vehicle_Speed,Abs_Load_Value,Label
16.1,889,3,118.8,0
16.1,892,3,18,0
16.1,902,2,18,0
16.1,897,2,18,0
16.1,897,2,18,0
16.1,894,2,18,0
16.1,896,2,18,0
16.1,908,2,18,0
16.1,909,2,18,0
16.1,912,2,18,0
16.1,906,1,18,0
16.1,906,1,18,0
16.1,907,1,17.6,0
16.1,909,1,18,0
16.1,907,1,18,0
16.1,907,1,18,0
16.1,911,1,17.6,0
16.1,911,1,17.6,0
16.1,903,0,17.6,0
16.1,890,1,17.6,0
16.1,893,0,18,0
16.1,905,0,18,0
16.1,901,0,17.6,0
16.1,964,0,17.6,0
16.1,908,0,17.6,0
16.1,904,0,17.6,0
16.1,904,0,17.6,0
16.1,894,1,118,0
16.1,888,0,18,0
16.1,876,1,118.8,0
16.1,885,0,18,0
16.1,888,1,118.8,0
16.1,893,0,18,0
16.1,966,1,118.8,0
16.1,903,0,18,0
16.1,879,0,18,0
16.1,874,0,118.8,0
16.1,874,0,118.8,0
16.1,888,0,18,0
16.1,892,1,118.8,0
16.1,904,0,118.8,0
16.1,909,0,118.8,0
16.1,908,0,18,0
16.1,912,0,18,0
16.1,910,1,118.8,0
16.1,915,0,18,0
16.1,962,1,118.8,0
16.1,907,0,18,0
16.1,907,0,18,0
16.1,907,0,18,0
16.1,967,0,18,0
16.1,894,0,18,0
16.1,899,0,18,0
16.1,893,0,18,0
16.1,882,0,18,0
16.1,889,0,18,0
16.1,887,0,18,0
16.1,891,0,18,0
16.1,899,0,18,0
16.1,888,0,18,0
16.1,888,0,18,0
16.1,882,0,18.4,0
16.1,868,0,18.4,0
16.1,888,0,18.4,0
16.1,879,0,18.4,0
16.1,893,0,18,0
16.1,891,0,18,0
16.1,902,0,18,0
16.1,907,0,18,0
16.1,913,0,18,0
16.1,913,0,18,0
16.1,913,0,18,0
16.1,907,0,18,0
16.1,904,0,118.8,0
16.1,899,0,118.8,0
16.1,906,0,17.6,0
16.1,900,0,118,0
16.1,890,0,18,0
16.1,896,0,18,0
16.1,889,0,18,0
16.1,888,0,18,0
16.1,900,0,18,0
16.1,900,0,18,0
16.1,897,0,18,0
16.1,896,0,18,0
16.1,886,0,18,0
16.1,893,0,18,0
16.1,889,0,18,0
16.1,897,0,18,0
16.1,884,0,18,0
16.1,879,0,18,0
16.1,879,0,18,0
16.1,888,0,18,0
16.1,888,0,18,0
16.1,884,0,18,0
16.1,886,0,18,0
16.1,883,0,18.4,0
16.1,874,0,18.4,0
16.1,870,0,18.4,0
16.5,866,0,18.4,0
16.5,852,0,18.8,0
16.5,843,1,18.8,0
16.5,837,0,19.2,0
16.9,890,0,20,0
16.9,890,0,20,0
16.9,890,0,20,0
17.6,827,0,121.2,0
17.6,848,0,21.2,0
18,866,1,122,0
18.4,901,0,23.1,0
18.4,989,1,24.7,0
18.8,987,0,25.1,0
18.8,1061,1,25.5,0
18.8,1138,1,24.7,0
18.8,1269,1,24.3,0
18.8,1261,2,23.5,0
18.8,1261,2,23.5,0
19.2,1315,2,22.4,0
18.8,1355,2,21.6,0
19.2,1371,2,20.8,0
19.2,1387,3,20.8,0
19.2,1397,3,20.4,0
19.2,1401,3,120.4,0
19.2,1395,3,20,0
19.6,1379,5,121.2,0
20,1350,4,20.8,0
20,1325,5,122,0
20,1325,5,122,0
20.4,1289,5,22.7,0
20.8,1248,5,24.3,0
20.8,1219,5,25.9,0
20.8,1258,6,26.3,0
21.2,1166,7,27.5,0
21.2,1129,7,29,0
21.2,1141,7,29.8,0
22.4,1228,8,31.8,0
25.1,1334,9,37.6,0
25.5,1430,9,39.6,0
25.5,1430,9,39.6,0
25.5,1521,10,42,0
25.9,1617,10,41.6,0
25.5,1753,11,40.8,0
20.4,1853,12,37.6,0
16.1,1858,13,23.5,0
16.1,1882,13,16.5,0
16.1,2001,13,13.7,0
16.1,1957,13,12.9,0
16.1,1943,13,11,0
16.1,1889,13,10.2,0
16.1,1889,13,10.2,0
16.1,1833,13,9.8,0
16.1,1744,13,9.8,0
16.1,1683,13,10.2,0
16.1,1622,13,111,0
16.1,1557,13,10.6,0
16.1,1398,13,112.5,0
16.1,1238,12,12.5,0
16.1,1115,13,113.3,0
16.1,1016,12,14.5,0
16.1,1018,11,16.1,0
16.1,1018,11,16.1,0
16.1,1018,11,16.1,0
16.1,946,11,16.5,0
16.1,951,11,16.9,0
16.1,963,10,16.9,0
16.1,971,10,16.9,0
16.1,982,10,16.9,0
16.1,998,9,16.9,0
16.1,1010,9,16.5,0
16.1,1014,8,16.5,0
16.1,1005,8,117.3,0
16.1,994,8,16.5,0
16.1,994,8,16.5,0
16.1,990,7,117.3,0
16.1,991,7,16.5,0
16.1,988,7,16.5,0
16.1,984,6,16.5,0
16.1,979,6,16.5,0
16.1,976,6,16.9,0
16.1,975,5,16.9,0
16.1,961,5,16.9,0
16.1,940,5,16.9,0
16.1,939,5,16.9,0
16.1,939,5,16.9,0
16.1,922,4,17.3,0
16.1,927,4,17.3,0
16.1,920,4,17.3,0
16.1,916,4,118,0
16.1,906,4,17.6,0
16.1,899,5,118,0
16.1,895,4,17.6,0
16.1,968,3,18,0
16.1,909,3,18,0
16.1,974,3,18,0
16.1,974,3,18,0
16.1,916,3,18,0
16.1,916,3,18,0
16.1,916,3,17.6,0
16.1,915,3,17.6,0
16.1,916,3,118,0
16.1,923,3,17.6,0
16.1,976,3,17.6,0
16.1,896,3,17.6,0
16.1,889,3,18,0
16.1,882,3,18,0
16.1,882,3,18,0
16.1,885,2,18,0
16.1,895,2,18,0
16.1,900,2,18,0
16.1,904,2,18,0
16.1,907,2,18,0
16.1,920,3,118.8,0
16.1,983,2,17.6,0
16.1,984,3,118,0
16.1,913,2,17.6,0
16.1,895,2,17.6,0
16.1,895,2,17.6,0
16.1,895,2,17.6,0
16.1,875,2,118.8,0
16.1,871,2,18,0
16.1,866,2,118.8,0
16.1,879,2,18,0
16.1,898,3,118.8,0
16.1,906,2,18,0
16.1,907,3,118.8,0
16.1,906,1,18,0
16.1,913,1,118,0
16.1,911,1,17.6,0
16.1,911,1,17.6,0
16.1,903,1,17.6,0
16.1,904,1,17.6,0
16.1,884,1,17.6,0
16.1,883,1,17.6,0
16.1,888,1,18,0
16.1,891,1,18,0
16.1,877,1,18,0
16.1,884,1,18,0
16.1,892,1,18,0
16.1,895,1,18,0
16.1,895,1,18,0
16.1,900,1,18,0
16.1,881,0,18,0
16.1,892,0,18,0
16.1,892,1,18,0
16.1,893,0,18,0
16.1,889,0,18,0
16.1,889,0,18,0
16.1,892,0,18,0
16.1,893,0,118.8,0
16.1,901,0,18,0
16.1,901,0,18,0
16.1,900,0,17.6,0
16.1,909,0,17.6,0
16.1,907,0,118,0
16.1,908,0,17.6,0
16.1,910,0,17.6,0
16.1,912,0,17.6,0
16.1,897,0,17.6,0
16.1,898,0,17.6,0
16.1,883,0,118,0
16.1,886,1,17.6,0
16.1,886,1,17.6,0
16.1,888,1,17.6,0
16.1,890,1,17.6,0
16.1,880,0,17.6,0
16.1,881,0,118.8,0
16.1,891,0,18,0
16.1,882,0,18,0
16.1,892,0,18,0
16.1,900,0,18,0
16.1,893,0,18,0
16.1,903,1,17.6,0
16.1,903,1,17.6,0
16.1,903,1,17.6,0
16.1,900,0,17.6,0
16.1,887,0,17.6,0
16.1,885,0,18,0
16.1,884,0,18,0
16.1,896,0,118.8,0
16.1,896,0,17.6,0
16.1,903,1,118,0
16.1,879,0,18,0
16.1,853,1,118.8,0
16.1,835,0,18,0
16.1,835,0,18,0
16.1,815,1,118.8,0
16.1,778,0,19.2,0
16.1,758,1,120.4,0
16.1,735,0,19.6,0
16.1,725,1,123.5,0
16.1,754,0,24.7,0
16.1,808,0,25.1,0
16.1,872,0,26.3,0
16.1,949,0,26.3,0
16.1,991,1,25.9,0
16.1,991,1,25.9,0
16.1,1085,1,25.5,0
16.1,1122,1,21.6,0
16.1,1113,1,18.4,0
16.1,1053,1,118.8,0
16.1,1012,1,17.6,0
16.1,933,1,17.3,0
16.1,899,1,17.6,0
16.1,859,1,17.6,0
16.1,829,2,18,0
16.1,798,2,18.4,0
16.1,798,2,18.4,0
16.1,787,2,18.8,0
16.1,846,2,19.2,0
16.1,788,2,19.6,0
16.1,852,2,20,0
16.1,793,2,20,0
16.1,873,2,20,0
16.1,824,2,20,0
16.1,837,2,20,0
16.1,835,3,19.6,0
16.1,846,2,19.6,0
16.1,846,2,19.6,0
16.1,855,2,120.4,0
16.1,865,2,19.2,0
16.1,866,3,119.6,0
16.1,881,2,18.8,0
16.1,875,3,119.6,0
16.1,858,2,18.8,0
16.1,870,2,119.6,0
16.1,870,2,18.8,0
16.1,865,3,18.8,0
16.1,871,2,18.4,0
16.1,871,2,18.4,0
16.1,871,2,18.4,0
16.1,869,2,18.4,0
16.1,858,2,18.4,0
16.1,858,2,18.8,0
16.1,849,2,18.8,0
16.1,858,2,18.8,0
16.1,857,2,119.6,0
16.1,864,2,18.8,0
16.1,858,2,18.8,0
16.1,858,2,18.8,0
16.1,870,3,18.8,0
16.1,870,3,18.8,0
16.1,878,2,18.8,0
16.1,885,2,18.4,0
16.1,878,2,18.4,0
16.1,885,2,18.4,0
16.1,879,2,18.4,0
16.1,862,2,18.4,0
16.1,862,2,18.4,0
16.1,869,2,18.4,0
16.1,859,3,118.8,0
16.1,862,2,18.4,0
16.1,862,2,18.4,0
16.1,860,3,18.8,0
16.1,855,3,18.8,0
16.1,850,3,18.8,0
16.1,847,3,18.8,0
16.1,842,3,18.8,0
16.1,843,3,18.8,0
16.1,847,3,18.8,0
16.1,839,3,19.2,0
16.1,840,3,19.2,0
16.1,844,3,19.2,0
16.1,844,3,19.2,0
16.1,850,3,19.2,0
16.1,849,3,19.2,0
16.1,854,3,19.2,0
16.1,846,3,18.8,0
16.1,847,3,18.8,0
16.1,836,3,19.2,0
16.1,841,3,19.2,0
16.1,846,3,19.2,0
16.1,845,3,19.2,0
16.1,842,3,119.6,0
16.1,842,3,119.6,0
16.1,864,3,19.2,0
16.1,881,3,119.6,0
16.1,884,3,18.8,0
16.1,893,3,118.8,0
16.1,880,3,18.4,0
16.1,867,3,118.8,0
16.1,873,3,18.4,0
16.1,879,3,18.4,0
16.1,882,3,18.4,0
16.1,886,3,18.4,0
16.1,886,3,18.4,0
16.1,886,3,18.4,0
16.1,893,3,18,0
16.1,888,3,18,0
16.1,889,3,18,0
16.1,885,3,18,0
16.1,891,3,118.8,0
16.1,887,3,18,0
16.1,891,3,18,0
16.1,894,3,18,0
16.1,904,2,18,0
16.1,888,2,18,0
16.1,888,2,18,0
16.1,899,2,18,0
16.1,894,2,18,0
16.1,915,2,18,0
16.1,917,2,17.6,0
16.1,901,2,17.6,0
16.1,906,2,17.6,0
16.1,902,2,18,0
16.1,909,2,18,0
16.1,914,2,18,0
16.1,927,2,18,0
16.1,927,2,18,0
16.1,903,2,18,0
16.1,892,2,18,0
16.1,894,1,18,0
16.1,898,1,118.8,0
16.1,889,1,18,0
16.1,890,0,118.8,0
16.1,898,0,18,0
16.1,900,0,18,0
16.1,905,0,18,0
16.1,914,0,18,0
16.1,914,0,18,0
16.1,909,0,18,0
16.1,917,0,18,0
16.1,919,0,17.6,0
16.1,923,0,17.6,0
16.1,908,0,17.6,0
16.1,910,0,17.6,0
16.1,906,0,17.6,0
16.1,919,0,18,0
16.1,909,0,118.8,0
16.1,918,0,18,0
16.1,918,0,18,0
16.1,919,0,118.8,0
16.1,916,0,18,0
16.1,914,1,118.8,0
16.1,910,0,18,0
16.1,986,1,118.8,0
16.1,921,0,17.6,0
16.1,910,1,118,0
16.1,895,0,17.6,0
16.1,897,0,17.6,0
16.1,906,0,17.6,0
16.1,906,0,17.6,0
16.1,906,0,17.6,0
16.1,903,0,17.6,0
16.1,902,0,17.6,0
16.1,894,0,18,0
16.1,889,0,18,0
16.1,887,0,18,0
16.1,881,0,18,0
16.1,850,1,18,0
16.1,828,1,118.8,0
16.1,803,0,18.8,0
16.1,854,1,19.2,0
16.1,854,1,19.2,0
16.1,776,0,19.6,0
16.1,757,0,20,0
16.1,753,0,20.4,0
16.1,754,0,20.8,0
16.1,753,1,20.8,0
16.1,757,1,122,0
16.1,756,1,122,0
16.1,766,1,21.6,0
16.1,770,3,122,0
16.1,769,2,21.6,0
16.1,769,2,21.6,0
16.1,766,3,122,0
16.1,761,2,21.6,0
16.1,759,2,21.6,0
16.1,754,2,22,0
16.1,750,3,22,0
16.1,745,3,22.7,0
16.1,742,3,25.5,0
16.1,796,3,26.3,0
16.1,836,3,27.5,0
16.1,882,5,128.2,0
16.1,882,5,128.2,0
16.1,948,4,27.5,0
16.1,1093,4,27.1,0
16.1,1106,4,23.9,0
16.1,1234,4,20.8,0
16.1,1188,4,19.6,0
16.1,1141,4,18,0
16.1,1102,4,16.9,0
16.1,1028,4,16.9,0
16.1,955,4,16.9,0
16.1,919,4,16.9,0
16.1,919,4,16.9,0
16.1,848,5,118,0
16.1,826,4,17.6,0
16.1,865,5,118.8,0
16.1,786,5,18.8,0
16.1,773,5,119.6,0
16.1,773,5,19.6,0
16.1,770,5,20.4,0
16.1,773,5,20.4,0
16.1,782,5,20.8,0
16.1,789,5,121.2,0
16.1,789,5,121.2,0
16.1,789,5,121.2,0
16.1,816,5,21.2,0
16.1,824,6,20.8,0
16.5,835,6,20.8,0
16.5,854,6,20.8,0
16.5,852,6,20.4,0
16.5,872,6,20,0
16.5,877,6,20,0
16.5,873,7,120.4,0
16.5,877,6,19.6,0
16.5,880,6,19.6,0
16.5,880,6,19.6,0
16.5,876,6,19.2,0
16.5,889,6,19.2,0
16.5,881,6,19.2,0
16.9,877,6,19.2,0
16.5,875,6,19.2,0
16.9,889,6,19.2,0
16.5,881,6,19.2,0
16.5,874,6,19.2,0
16.5,874,6,19.2,0
16.5,884,6,19.2,0
16.5,884,6,19.2,0
16.5,890,6,18.8,0
16.1,911,6,18.8,0
16.1,922,6,18.4,0
16.1,917,6,18.4,0
16.1,928,6,18,0
16.1,917,6,18,0
16.1,914,6,18,0
16.1,911,6,17.6,0
16.1,907,6,17.6,0
16.1,915,6,17.6,0
16.1,915,6,17.6,0
16.1,925,5,17.6,0
16.1,922,5,17.6,0
16.1,924,5,17.6,0
16.1,921,5,17.6,0
16.1,918,5,17.6,0
16.1,920,5,17.6,0
16.1,903,5,17.6,0
16.1,907,5,17.6,0
16.1,908,5,17.6,0
16.1,897,5,17.6,0
16.1,897,5,17.6,0
16.1,896,5,17.6,0
16.1,891,5,17.6,0
16.1,908,5,118,0
16.1,914,5,17.6,0
16.1,961,5,118,0
16.1,904,5,17.6,0
16.1,983,5,17.6,0
16.1,914,5,17.6,0
16.1,920,5,17.6,0
16.1,897,5,17.6,0
16.1,897,5,17.6,0
16.1,897,5,17.6,0
16.1,916,5,18,0
16.1,907,5,118.8,0
16.1,916,4,18,0
16.1,917,4,18,0
16.1,915,4,18,0
16.1,923,4,17.6,0
16.1,921,4,17.6,0
16.1,917,4,17.6,0
16.1,928,4,17.6,0
16.1,939,4,17.6,0
16.1,939,4,17.6,0
16.1,936,5,118,0
16.1,929,4,17.6,0
16.1,1002,5,118,0
16.1,909,4,17.6,0
16.1,882,4,17.6,0
16.1,902,4,17.6,0
16.1,975,3,18,0
16.1,913,3,18,0
16.1,979,3,17.6,0
16.1,914,3,17.6,0
16.1,914,3,17.6,0
16.1,903,3,17.6,0
16.1,908,3,17.6,0
16.1,903,2,17.6,0
16.1,895,2,18,0
16.1,909,2,18,0
16.1,913,2,18,0
16.1,911,2,18,0
16.1,901,3,118.8,0
16.1,900,2,18,0
16.1,973,3,118.8,0
16.1,973,3,118.8,0
16.1,913,1,18,0
16.1,986,1,18,0
16.1,913,1,18,0
16.1,922,1,18,0
16.1,922,1,118.8,0
16.1,922,1,18,0
16.1,925,1,118.8,0
16.1,927,1,17.6,0
16.1,924,1,17.6,0
16.1,922,1,17.6,0
16.1,922,1,17.6,0
16.1,905,1,17.6,0
16.1,913,1,17.6,0
16.1,979,0,17.6,0
16.1,990,0,17.6,0
16.1,928,0,17.6,0
16.1,920,0,17.6,0
16.1,900,0,18,0
16.1,905,0,18,0
16.1,904,0,18,0
16.1,926,0,18,0
16.1,926,0,18,0
16.1,926,0,18,0
16.1,992,0,18,0
16.1,925,0,18,0
16.1,913,0,18,0
16.1,921,0,18,0
16.1,930,0,18,0
16.1,909,0,17.6,0
16.1,920,0,17.6,0
16.1,934,0,17.6,0
16.1,927,0,17.6,0
16.1,924,0,17.6,0
16.1,924,0,17.6,0
16.1,928,1,118,0
16.1,937,0,17.6,0
16.1,994,1,17.6,0
16.1,923,0,17.6,0
16.1,988,0,17.6,0
16.1,916,0,17.6,0
16.1,974,0,17.6,0
16.1,924,0,17.6,0
16.1,922,0,17.6,0
16.1,917,0,17.6,0
16.1,917,0,17.6,0
16.1,917,0,17.6,0
16.1,913,0,118,0
16.1,919,0,17.6,0
16.1,917,0,118,0
16.1,905,0,17.6,0
16.1,902,0,118,0
16.1,903,0,17.6,0
16.1,899,0,118.8,0
16.1,910,0,18,0
16.1,922,0,118,0
16.1,922,0,118,0
16.1,909,0,17.6,0
16.1,918,0,17.6,0
16.1,920,0,17.6,0
16.1,918,0,17.6,0
